left_trace_id,right_trace_id,left_prompt_id,right_prompt_id,left_family,right_family,left_outcome,right_outcome,same_prompt,same_family,same_outcome,js_divergence,tv_distance
trace_00001,trace_00002,arith_001,arith_001,arithmetic,arithmetic,correct,correct,True,True,True,0.020720839623908215,0.16666666666666666
trace_00001,trace_00003,arith_001,arith_001,arithmetic,arithmetic,correct,correct,True,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00004,arith_001,arith_001,arithmetic,arithmetic,correct,correct,True,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00005,arith_001,arith_001,arithmetic,arithmetic,correct,correct,True,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00006,arith_001,arith_002,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00007,arith_001,arith_002,arithmetic,arithmetic,correct,incorrect,False,True,False,0.20751874963942185,0.3333333333333333
trace_00001,trace_00008,arith_001,arith_002,arithmetic,arithmetic,correct,correct,False,True,True,0.20798473969193815,0.41666666666666663
trace_00001,trace_00009,arith_001,arith_002,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00010,arith_001,arith_002,arithmetic,arithmetic,correct,incorrect,False,True,False,0.1908745046211096,0.33333333333333337
trace_00001,trace_00011,arith_001,arith_003,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00012,arith_001,arith_003,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00013,arith_001,arith_003,arithmetic,arithmetic,correct,correct,False,True,True,0.6125474873813833,0.75
trace_00001,trace_00014,arith_001,arith_003,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00015,arith_001,arith_003,arithmetic,arithmetic,correct,correct,False,True,True,0.471199260297047,0.5714285714285714
trace_00001,trace_00016,arith_001,arith_004,arithmetic,arithmetic,correct,incorrect,False,True,False,0.4077660030601058,0.6
trace_00001,trace_00017,arith_001,arith_004,arithmetic,arithmetic,correct,correct,False,True,True,0.5408520829727551,0.6666666666666666
trace_00001,trace_00018,arith_001,arith_004,arithmetic,arithmetic,correct,incorrect,False,True,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00019,arith_001,arith_004,arithmetic,arithmetic,correct,correct,False,True,True,0.42528358731335336,0.49999999999999994
trace_00001,trace_00020,arith_001,arith_004,arithmetic,arithmetic,correct,correct,False,True,True,0.1908745046211096,0.33333333333333337
trace_00001,trace_00021,arith_001,logic_001,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00022,arith_001,logic_001,arithmetic,symbolic_logic,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00023,arith_001,logic_001,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00024,arith_001,logic_001,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.6666666666666666,0.6666666666666666
trace_00001,trace_00025,arith_001,logic_001,arithmetic,symbolic_logic,correct,correct,False,False,True,0.7126417936566767,0.75
trace_00001,trace_00026,arith_001,logic_002,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.7126417936566767,0.75
trace_00001,trace_00027,arith_001,logic_002,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.32518928103806,0.49999999999999994
trace_00001,trace_00028,arith_001,logic_002,arithmetic,symbolic_logic,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00029,arith_001,logic_002,arithmetic,symbolic_logic,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00030,arith_001,logic_002,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.32518928103806,0.49999999999999994
trace_00001,trace_00031,arith_001,logic_003,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.5408520829727551,0.6666666666666666
trace_00001,trace_00032,arith_001,logic_003,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.6666666666666666,0.6666666666666666
trace_00001,trace_00033,arith_001,logic_003,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.7126417936566767,0.75
trace_00001,trace_00034,arith_001,logic_003,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.5954372523105548,0.6666666666666667
trace_00001,trace_00035,arith_001,logic_003,arithmetic,symbolic_logic,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00036,arith_001,logic_004,arithmetic,symbolic_logic,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00037,arith_001,logic_004,arithmetic,symbolic_logic,correct,correct,False,False,True,0.20751874963942185,0.3333333333333333
trace_00001,trace_00038,arith_001,logic_004,arithmetic,symbolic_logic,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
trace_00001,trace_00039,arith_001,logic_004,arithmetic,symbolic_logic,correct,correct,False,False,True,0.020720839623908215,0.16666666666666666
trace_00001,trace_00040,arith_001,logic_004,arithmetic,symbolic_logic,correct,incorrect,False,False,False,0.42528358731335336,0.49999999999999994
trace_00001,trace_00041,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.2721363128162408,0.42857142857142855
trace_00001,trace_00042,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.020720839623908215,0.16666666666666666
trace_00001,trace_00043,arith_001,temporal_001,arithmetic,temporal_ordering,correct,correct,False,False,True,0.7126417936566767,0.75
trace_00001,trace_00044,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.6125474873813833,0.75
trace_00001,trace_00045,arith_001,temporal_001,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.2721363128162408,0.42857142857142855
trace_00001,trace_00046,arith_001,temporal_002,arithmetic,temporal_ordering,correct,incorrect,False,False,False,0.7126417936566767,0.75
trace_00001,trace_00047,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,1.0,1.0
trace_00001,trace_00048,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00049,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.6666666666666666,0.6666666666666666
trace_00001,trace_00050,arith_001,temporal_002,arithmetic,temporal_ordering,correct,correct,False,False,True,0.5954372523105548,0.6666666666666667
